"","tag_code","run_year","recovery_date","fishery","number_cwt_estimated","related_group_id","run","brood_year","cwt_total","recovery_location_name","stock_location_name","release_location_state","release_location_rmis_region","release_location_rmis_basin","recovery_location_code","hatchery_location_name","hatchery_location_code","first_release_date","release_stage","comments","avg_length","avg_weight","recovery_rmis_region","release_year"
"15499","635680",2016,20160114,10,2.39,"04201300000007",2,2011,208253,"AK M 1 NW 113-41","METHOW & OKANOGAN","WA","UPCR","MEOK","1M1NW113^41","SIMILKAMEEN HATCHERY","3F42001^^490325^H01",20130416,"Y","BO=MIXED(HxW)",131,28.17,"SEAK",2013
"15500","636173",2016,20160114,10,2.39,"04201300000007",2,2011,209118,"AK M 1 NW 113-41","METHOW & OKANOGAN","WA","UPCR","MEOK","1M1NW113^41","SIMILKAMEEN HATCHERY","3F42001^^490325^H01",20130416,"Y","BO=MIXED(HxW)",131,28.17,"SEAK",2013
"15501","636173",2016,20160114,10,2.39,"04201300000007",2,2011,209118,"AK M 1 NW 113-41","METHOW & OKANOGAN","WA","UPCR","MEOK","1M1NW113^41","SIMILKAMEEN HATCHERY","3F42001^^490325^H01",20130416,"Y","BO=MIXED(HxW)",131,28.17,"SEAK",2013
"15502","635680",2016,20160114,10,2.39,"04201300000007",2,2011,208253,"AK M 1 NW 113-41","METHOW & OKANOGAN","WA","UPCR","MEOK","1M1NW113^41","SIMILKAMEEN HATCHERY","3F42001^^490325^H01",20130416,"Y","BO=MIXED(HxW)",131,28.17,"SEAK",2013
"15503","636282",2016,20160211,10,2.39,"04201300000018",2,2011,176909,"AK M 1 NW 113-41","WELLS HATCHERY","WA","UPCR","WECH","1M1NW113^41","CHELAN FALLS HATCHERY","3F42001^^470052^H01",20130411,"Y","BO=MIXED(HxW)",NA,40.06,"SEAK",2013
"15504","636505",2016,20160213,10,2.39,"04201300000063",2,2012,436483,"AK M 1 NW 113-41","WELLS HATCHERY","WA","UPCR","PRGC","1M1NW113^41","WELLS HATCHERY","3F42001^^470001^H02",20130520,"","BO=MIXED(HxW)",87,8.89,"SEAK",2013
"15505","635773",2016,20160213,10,2.39,"",2,2011,289998,"AK M 1 NW 113-41","WELLS HATCHERY","WA","UPCR","PRGC","1M1NW113^41","WELLS HATCHERY","3F42001^^470001^H02",20130416,"Y","BO=MIXED(HxW)",163,50.39,"SEAK",2013
"15506","636173",2016,20160213,10,2.39,"04201300000007",2,2011,209118,"AK M 1 NW 113-41","METHOW & OKANOGAN","WA","UPCR","MEOK","1M1NW113^41","SIMILKAMEEN HATCHERY","3F42001^^490325^H01",20130416,"Y","BO=MIXED(HxW)",131,28.17,"SEAK",2013
"15507","635669",2016,20160213,10,2.39,"",1,2011,64782,"AK M 1 NW 113-41","KALAMA R     27.0002","WA","LOCR","LEWI","1M1NW113^41","GOBAR POND      (27)","3F42001^^270073^H",20130301,"Y","",161,52.74,"SEAK",2013
"15508","636177",2016,20160118,10,2.39,"04201300000008",2,2011,202893,"AK M 1 NW 113-41","WENATCHEE R  45.0030","WA","UPCR","WECH","1M1NW113^41","DRYDEN POND","3F42001^^450030^H",20130424,"Y","BO=MIXED(HxW)",149,42.07,"SEAK",2013
"15509","636177",2016,20160118,10,2.39,"04201300000008",2,2011,202893,"AK M 1 NW 113-41","WENATCHEE R  45.0030","WA","UPCR","WECH","1M1NW113^41","DRYDEN POND","3F42001^^450030^H",20130424,"Y","BO=MIXED(HxW)",149,42.07,"SEAK",2013
"15510","636505",2016,20160118,10,2.39,"04201300000063",2,2012,436483,"AK M 1 NW 113-41","WELLS HATCHERY","WA","UPCR","PRGC","1M1NW113^41","WELLS HATCHERY","3F42001^^470001^H02",20130520,"","BO=MIXED(HxW)",87,8.89,"SEAK",2013
"15511","635773",2016,20160118,10,2.39,"",2,2011,289998,"AK M 1 NW 113-41","WELLS HATCHERY","WA","UPCR","PRGC","1M1NW113^41","WELLS HATCHERY","3F42001^^470001^H02",20130416,"Y","BO=MIXED(HxW)",163,50.39,"SEAK",2013
"15512","636176",2016,20160201,10,2.39,"04201300000008",2,2011,206192,"AK M 1 NW 113-41","WENATCHEE R  45.0030","WA","UPCR","WECH","1M1NW113^41","DRYDEN POND","3F42001^^450030^H",20130424,"Y","BO=MIXED(HxW)",149,42.07,"SEAK",2013
"15513","636173",2016,20160302,10,2.39,"04201300000007",2,2011,209118,"AK M 1 NW 113-41","METHOW & OKANOGAN","WA","UPCR","MEOK","1M1NW113^41","SIMILKAMEEN HATCHERY","3F42001^^490325^H01",20130416,"Y","BO=MIXED(HxW)",131,28.17,"SEAK",2013
"15514","635773",2016,20160302,10,2.39,"",2,2011,289998,"AK M 1 NW 113-41","WELLS HATCHERY","WA","UPCR","PRGC","1M1NW113^41","WELLS HATCHERY","3F42001^^470001^H02",20130416,"Y","BO=MIXED(HxW)",163,50.39,"SEAK",2013
"15515","211050",2016,20160902,10,2.37,"172013Q0002",3,2012,198230,"AK M 1 SW 152","QUINAULT R   21.0398","WA","NWC","QEQU","1M1SW152","QUINAULT LK HATCHERY","3F21702^^210398^H",20130816,"S","ASSOCIATED TO 210486",NA,28.71,"SEAK",2013
"15516","636482",2016,20160902,10,2.37,"04201400000065",2,2012,137926,"AK M 1 SW 152","WELLS HATCHERY","WA","UPCR","WECH","1M1SW152","CHELAN FALLS HATCHERY","3F42001^^470052^H01",20140415,"","BO=MIXED(HxW)",NA,19.05,"SEAK",2014
"15517","636504",2016,20160902,10,2.37,"",2,2012,318902,"AK M 1 SW 152","WELLS HATCHERY","WA","UPCR","PRGC","1M1SW152","WELLS HATCHERY","3F42001^^470001^H02",20140415,"Y","BO=MIXED(HxW)",168,45.35,"SEAK",2014
"15518","636283",2016,20160902,10,2.37,"04201300000018",2,2011,108316,"AK M 1 SW 152","WELLS HATCHERY","WA","UPCR","WECH","1M1SW152","CHELAN FALLS HATCHERY","3F42001^^470052^H01",20130411,"Y","BO=MIXED(HxW)",NA,41.42,"SEAK",2013
"15519","636177",2016,20160215,10,2.39,"04201300000008",2,2011,202893,"AK M 1 NW 113-41","WENATCHEE R  45.0030","WA","UPCR","WECH","1M1NW113^41","DRYDEN POND","3F42001^^450030^H",20130424,"Y","BO=MIXED(HxW)",149,42.07,"SEAK",2013
"15520","635773",2016,20160202,10,2.39,"",2,2011,289998,"AK M 1 NW 113-41","WELLS HATCHERY","WA","UPCR","PRGC","1M1NW113^41","WELLS HATCHERY","3F42001^^470001^H02",20130416,"Y","BO=MIXED(HxW)",163,50.39,"SEAK",2013
"15521","635773",2016,20160202,10,2.39,"",2,2011,289998,"AK M 1 NW 113-41","WELLS HATCHERY","WA","UPCR","PRGC","1M1NW113^41","WELLS HATCHERY","3F42001^^470001^H02",20130416,"Y","BO=MIXED(HxW)",163,50.39,"SEAK",2013
"15522","636370",2016,20160202,10,2.39,"",2,2011,491841,"AK M 1 NW 113-41","WELLS HATCHERY","WA","UPCR","PRGC","1M1NW113^41","WELLS HATCHERY","3F42001^^470001^H02",20120516,"","BO=MIXED(HxW)",93,9.86,"SEAK",2012
"15523","636174",2016,20160202,10,2.39,"04201300000007",2,2011,207863,"AK M 1 NW 113-41","METHOW & OKANOGAN","WA","UPCR","MEOK","1M1NW113^41","SIMILKAMEEN HATCHERY","3F42001^^490325^H01",20130416,"Y","BO=MIXED(HxW)",131,28.17,"SEAK",2013
"15524","635773",2016,20160202,10,2.39,"",2,2011,289998,"AK M 1 NW 113-41","WELLS HATCHERY","WA","UPCR","PRGC","1M1NW113^41","WELLS HATCHERY","3F42001^^470001^H02",20130416,"Y","BO=MIXED(HxW)",163,50.39,"SEAK",2013
"15525","636174",2016,20160202,10,2.39,"04201300000007",2,2011,207863,"AK M 1 NW 113-41","METHOW & OKANOGAN","WA","UPCR","MEOK","1M1NW113^41","SIMILKAMEEN HATCHERY","3F42001^^490325^H01",20130416,"Y","BO=MIXED(HxW)",131,28.17,"SEAK",2013
"15526","636279",2016,20160202,10,2.39,"04201300000017",2,2011,213986,"AK M 1 NW 113-41","METHOW & OKANOGAN","WA","UPCR","MEOK","1M1NW113^41","CARLTON ACCLIMATION POND","3F42001^^480002^H02",20130415,"Y","BO=MIXED(HxW)",160,75.59,"SEAK",2013
"15527","635773",2016,20160202,10,2.39,"",2,2011,289998,"AK M 1 NW 113-41","WELLS HATCHERY","WA","UPCR","PRGC","1M1NW113^41","WELLS HATCHERY","3F42001^^470001^H02",20130416,"Y","BO=MIXED(HxW)",163,50.39,"SEAK",2013
"15528","635680",2016,20160508,11,2.4,"04201300000007",2,2011,208253,"AK M 1 NW 113-01","METHOW & OKANOGAN","WA","UPCR","MEOK","1M1NW113^01","SIMILKAMEEN HATCHERY","3F42001^^490325^H01",20130416,"Y","BO=MIXED(HxW)",131,28.17,"SEAK",2013
"15529","635773",2016,20160508,11,2.4,"",2,2011,289998,"AK M 1 NW 113-01","WELLS HATCHERY","WA","UPCR","PRGC","1M1NW113^01","WELLS HATCHERY","3F42001^^470001^H02",20130416,"Y","BO=MIXED(HxW)",163,50.39,"SEAK",2013
"15530","635773",2016,20160215,10,2.39,"",2,2011,289998,"AK M 1 NW 113-41","WELLS HATCHERY","WA","UPCR","PRGC","1M1NW113^41","WELLS HATCHERY","3F42001^^470001^H02",20130416,"Y","BO=MIXED(HxW)",163,50.39,"SEAK",2013
"15531","636444",2016,20160215,10,2.39,"04201300000057",3,2011,242845,"AK M 1 NW 113-41","SNAKE R-LOWR 33.0002","WA","SNAK","LOSN","1M1NW113^41","LYONS FERRY HATCHERY","3F42001^^330002^H01",20130410,"Y","BO=MIXED(HxW)",161,44.46,"SEAK",2013
"15532","636272",2016,20160303,10,2.39,"",1,2011,128155,"AK M 1 NW 113-41","KALAMA R     27.0002","WA","LOCR","LEWI","1M1NW113^41","FALLERT CR HATCHERY","3F42001^^270017^H",20130301,"Y","",NA,43.19,"SEAK",2013
"15533","636507",2016,20160303,10,2.39,"04201300000071",3,2012,603930,"AK M 1 NW 113-41","PRIEST RAPIDS   (36)","WA","UPCR","MNPR","1M1NW113^41","PRIEST RAPIDS HATCHERY","3F42001^^360126^H",20130613,"","BO=MIXED(HxW)",NA,10.4,"SEAK",2013
"15534","636444",2016,20160819,10,3.41,"04201300000057",3,2011,242845,"AK M 1 NW 113-31","SNAKE R-LOWR 33.0002","WA","SNAK","LOSN","1M1NW113^31","LYONS FERRY HATCHERY","3F42001^^330002^H01",20130410,"Y","BO=MIXED(HxW)",161,44.46,"SEAK",2013
"15535","211050",2016,20160819,10,3.41,"172013Q0002",3,2012,198230,"AK M 1 NW 113-31","QUINAULT R   21.0398","WA","NWC","QEQU","1M1NW113^31","QUINAULT LK HATCHERY","3F21702^^210398^H",20130816,"S","ASSOCIATED TO 210486",NA,28.71,"SEAK",2013
"15536","636507",2016,20160124,10,2.39,"04201300000071",3,2012,603930,"AK M 1 NW 113-41","PRIEST RAPIDS   (36)","WA","UPCR","MNPR","1M1NW113^41","PRIEST RAPIDS HATCHERY","3F42001^^360126^H",20130613,"","BO=MIXED(HxW)",NA,10.4,"SEAK",2013
"15537","635773",2016,20160125,10,2.39,"",2,2011,289998,"AK M 1 NW 113-41","WELLS HATCHERY","WA","UPCR","PRGC","1M1NW113^41","WELLS HATCHERY","3F42001^^470001^H02",20130416,"Y","BO=MIXED(HxW)",163,50.39,"SEAK",2013
"15538","636279",2016,20160201,10,2.39,"04201300000017",2,2011,213986,"AK M 1 NW 113-41","METHOW & OKANOGAN","WA","UPCR","MEOK","1M1NW113^41","CARLTON ACCLIMATION POND","3F42001^^480002^H02",20130415,"Y","BO=MIXED(HxW)",160,75.59,"SEAK",2013
"15539","636173",2016,20160303,10,2.39,"04201300000007",2,2011,209118,"AK M 1 NW 113-45","METHOW & OKANOGAN","WA","UPCR","MEOK","1M1NW113^45","SIMILKAMEEN HATCHERY","3F42001^^490325^H01",20130416,"Y","BO=MIXED(HxW)",131,28.17,"SEAK",2013
"15540","635773",2016,20160303,10,2.39,"",2,2011,289998,"AK M 1 NW 113-45","WELLS HATCHERY","WA","UPCR","PRGC","1M1NW113^45","WELLS HATCHERY","3F42001^^470001^H02",20130416,"Y","BO=MIXED(HxW)",163,50.39,"SEAK",2013
"15541","636370",2016,20160303,10,2.39,"",2,2011,491841,"AK M 1 NW 113-31","WELLS HATCHERY","WA","UPCR","PRGC","1M1NW113^31","WELLS HATCHERY","3F42001^^470001^H02",20120516,"","BO=MIXED(HxW)",93,9.86,"SEAK",2012
"15542","635774",2016,20160303,10,2.39,"",2,2010,277900,"AK M 1 NW 113-41","WELLS HATCHERY","WA","UPCR","WECH","1M1NW113^41","CHELAN FALLS HATCHERY","3F42001^^470052^H01",20120418,"Y","BO=MIXED(HxW)",NA,52.98,"SEAK",2012
"15543","636280",2016,20160303,10,2.39,"04201300000017",2,2011,210144,"AK M 1 NW 113-41","METHOW & OKANOGAN","WA","UPCR","MEOK","1M1NW113^41","CARLTON ACCLIMATION POND","3F42001^^480002^H02",20130415,"Y","BO=MIXED(HxW)",160,75.59,"SEAK",2013
"15544","636281",2016,20160303,10,2.39,"04201300000018",2,2011,188875,"AK M 1 NW 113-41","WELLS HATCHERY","WA","UPCR","WECH","1M1NW113^41","CHELAN FALLS HATCHERY","3F42001^^470052^H01",20130411,"Y","BO=MIXED(HxW)",NA,45.35,"SEAK",2013
"15545","635773",2016,20160303,10,2.39,"",2,2011,289998,"AK M 1 NW 113-41","WELLS HATCHERY","WA","UPCR","PRGC","1M1NW113^41","WELLS HATCHERY","3F42001^^470001^H02",20130416,"Y","BO=MIXED(HxW)",163,50.39,"SEAK",2013
"15546","636463",2016,20160213,10,2.39,"04201300000063",2,2012,51047,"AK M 1 NW 113-41","WELLS HATCHERY","WA","UPCR","PRGC","1M1NW113^41","WELLS HATCHERY","3F42001^^470001^H02",20130520,"","BO=MIXED(HxW)",87,8.89,"SEAK",2013
"15547","636173",2016,20160213,10,2.39,"04201300000007",2,2011,209118,"AK M 1 NW 113-41","METHOW & OKANOGAN","WA","UPCR","MEOK","1M1NW113^41","SIMILKAMEEN HATCHERY","3F42001^^490325^H01",20130416,"Y","BO=MIXED(HxW)",131,28.17,"SEAK",2013
"15548","636174",2016,20160214,10,2.39,"04201300000007",2,2011,207863,"AK M 1 NW 113-41","METHOW & OKANOGAN","WA","UPCR","MEOK","1M1NW113^41","SIMILKAMEEN HATCHERY","3F42001^^490325^H01",20130416,"Y","BO=MIXED(HxW)",131,28.17,"SEAK",2013
"15549","636174",2016,20160214,10,2.39,"04201300000007",2,2011,207863,"AK M 1 NW 113-41","METHOW & OKANOGAN","WA","UPCR","MEOK","1M1NW113^41","SIMILKAMEEN HATCHERY","3F42001^^490325^H01",20130416,"Y","BO=MIXED(HxW)",131,28.17,"SEAK",2013
"15550","636282",2016,20160214,10,2.39,"04201300000018",2,2011,176909,"AK M 1 NW 113-41","WELLS HATCHERY","WA","UPCR","WECH","1M1NW113^41","CHELAN FALLS HATCHERY","3F42001^^470052^H01",20130411,"Y","BO=MIXED(HxW)",NA,40.06,"SEAK",2013
"15551","635599",2016,20160214,10,2.39,"",1,2011,69709,"AK M 1 NW 113-41","COWLITZ R    26.0002","WA","LOCR","COWL","1M1NW113^41","COWLITZ SALMON HATCHERY","3F42001^^260002^H02",20130329,"Y","",196,94.49,"SEAK",2013
"15552","636504",2016,20160214,10,2.39,"",2,2012,318902,"AK M 1 NW 113-41","WELLS HATCHERY","WA","UPCR","PRGC","1M1NW113^41","WELLS HATCHERY","3F42001^^470001^H02",20140415,"Y","BO=MIXED(HxW)",168,45.35,"SEAK",2014
"15553","636178",2016,20160214,10,2.39,"04201300000008",2,2011,206063,"AK M 1 NW 113-41","WENATCHEE R  45.0030","WA","UPCR","WECH","1M1NW113^41","DRYDEN POND","3F42001^^450030^H",20130424,"Y","BO=MIXED(HxW)",149,42.07,"SEAK",2013
"15554","635773",2016,20160214,10,2.39,"",2,2011,289998,"AK M 1 NW 113-41","WELLS HATCHERY","WA","UPCR","PRGC","1M1NW113^41","WELLS HATCHERY","3F42001^^470001^H02",20130416,"Y","BO=MIXED(HxW)",163,50.39,"SEAK",2013
"15555","211050",2016,20160819,10,3.41,"172013Q0002",3,2012,198230,"AK M 1 NW 113-45","QUINAULT R   21.0398","WA","NWC","QEQU","1M1NW113^45","QUINAULT LK HATCHERY","3F21702^^210398^H",20130816,"S","ASSOCIATED TO 210486",NA,28.71,"SEAK",2013
"15556","220141",2016,20160819,10,3.41,"",8,2012,101234,"AK M 1 NW 113-45","LYONS FERRY HATCHERY","WA","SNAK","UPSN","1M1NW113^45","LYONS FERRY HATCHERY","3F42001^^330002^H01",20130517,"P","",95,9.7,"SEAK",2013
"15557","636507",2016,20160819,10,3.41,"04201300000071",3,2012,603930,"AK M 1 NW 113-45","PRIEST RAPIDS   (36)","WA","UPCR","MNPR","1M1NW113^45","PRIEST RAPIDS HATCHERY","3F42001^^360126^H",20130613,"","BO=MIXED(HxW)",NA,10.4,"SEAK",2013
"15558","636507",2016,20160819,10,3.41,"04201300000071",3,2012,603930,"AK M 1 NW 113-45","PRIEST RAPIDS   (36)","WA","UPCR","MNPR","1M1NW113^45","PRIEST RAPIDS HATCHERY","3F42001^^360126^H",20130613,"","BO=MIXED(HxW)",NA,10.4,"SEAK",2013
"15559","636739",2016,20160819,10,3.41,"",8,2013,192145,"AK M 1 NW 113-45","SNAKE R. X","OR","SNAK","GRIA","1M1NW113^45","IRRIGON HATCHERY","5F33438^^H38^^^^21",20140521,"P","FLRs 162525 162611. Released near Cougar Cr.",NA,9.27,"SEAK",2014
"15560","636282",2016,20160201,10,2.39,"04201300000018",2,2011,176909,"AK M 1 NW 113-41","WELLS HATCHERY","WA","UPCR","WECH","1M1NW113^41","CHELAN FALLS HATCHERY","3F42001^^470052^H01",20130411,"Y","BO=MIXED(HxW)",NA,40.06,"SEAK",2013
"15561","635773",2016,20160202,10,2.39,"",2,2011,289998,"AK M 1 NW 113-41","WELLS HATCHERY","WA","UPCR","PRGC","1M1NW113^41","WELLS HATCHERY","3F42001^^470001^H02",20130416,"Y","BO=MIXED(HxW)",163,50.39,"SEAK",2013
"15562","636282",2016,20160202,10,2.39,"04201300000018",2,2011,176909,"AK M 1 NW 113-41","WELLS HATCHERY","WA","UPCR","WECH","1M1NW113^41","CHELAN FALLS HATCHERY","3F42001^^470052^H01",20130411,"Y","BO=MIXED(HxW)",NA,40.06,"SEAK",2013
"15563","636283",2016,20160202,10,2.39,"04201300000018",2,2011,108316,"AK M 1 NW 113-41","WELLS HATCHERY","WA","UPCR","WECH","1M1NW113^41","CHELAN FALLS HATCHERY","3F42001^^470052^H01",20130411,"Y","BO=MIXED(HxW)",NA,41.42,"SEAK",2013
"15564","636505",2016,20160509,11,1.18,"04201300000063",2,2012,436483,"AK M 1 SW 103-50","WELLS HATCHERY","WA","UPCR","PRGC","1M1SW103^50","WELLS HATCHERY","3F42001^^470001^H02",20130520,"","BO=MIXED(HxW)",87,8.89,"SEAK",2013
"15565","636282",2016,20160215,10,2.39,"04201300000018",2,2011,176909,"AK M 1 NW 113-41","WELLS HATCHERY","WA","UPCR","WECH","1M1NW113^41","CHELAN FALLS HATCHERY","3F42001^^470052^H01",20130411,"Y","BO=MIXED(HxW)",NA,40.06,"SEAK",2013
"15566","636173",2016,20160215,10,2.39,"04201300000007",2,2011,209118,"AK M 1 NW 113-41","METHOW & OKANOGAN","WA","UPCR","MEOK","1M1NW113^41","SIMILKAMEEN HATCHERY","3F42001^^490325^H01",20130416,"Y","BO=MIXED(HxW)",131,28.17,"SEAK",2013
"15567","635680",2016,20160202,10,1.94,"04201300000007",2,2011,208253,"AK M 1 NE 109-61","METHOW & OKANOGAN","WA","UPCR","MEOK","1M1NE109^61","SIMILKAMEEN HATCHERY","3F42001^^490325^H01",20130416,"Y","BO=MIXED(HxW)",131,28.17,"SEAK",2013
"15568","635773",2016,20160202,10,1.94,"",2,2011,289998,"AK M 1 NE 109-61","WELLS HATCHERY","WA","UPCR","PRGC","1M1NE109^61","WELLS HATCHERY","3F42001^^470001^H02",20130416,"Y","BO=MIXED(HxW)",163,50.39,"SEAK",2013
"15569","636282",2016,20160202,10,2.39,"04201300000018",2,2011,176909,"AK M 1 NW 113-45","WELLS HATCHERY","WA","UPCR","WECH","1M1NW113^45","CHELAN FALLS HATCHERY","3F42001^^470052^H01",20130411,"Y","BO=MIXED(HxW)",NA,40.06,"SEAK",2013
"15570","636282",2016,20160203,10,2.39,"04201300000018",2,2011,176909,"AK M 1 NW 113-41","WELLS HATCHERY","WA","UPCR","WECH","1M1NW113^41","CHELAN FALLS HATCHERY","3F42001^^470052^H01",20130411,"Y","BO=MIXED(HxW)",NA,40.06,"SEAK",2013
"15571","635668",2016,20160202,10,2.39,"04201300000018",2,2011,105957,"AK M 1 NW 113-41","WELLS HATCHERY","WA","UPCR","WECH","1M1NW113^41","CHELAN FALLS HATCHERY","3F42001^^470052^H01",20130411,"Y","BO=MIXED(HxW)",NA,43.57,"SEAK",2013
"15572","636174",2016,20160202,10,2.39,"04201300000007",2,2011,207863,"AK M 1 NW 113-41","METHOW & OKANOGAN","WA","UPCR","MEOK","1M1NW113^41","SIMILKAMEEN HATCHERY","3F42001^^490325^H01",20130416,"Y","BO=MIXED(HxW)",131,28.17,"SEAK",2013
"15573","635773",2016,20160202,10,2.39,"",2,2011,289998,"AK M 1 NW 113-41","WELLS HATCHERY","WA","UPCR","PRGC","1M1NW113^41","WELLS HATCHERY","3F42001^^470001^H02",20130416,"Y","BO=MIXED(HxW)",163,50.39,"SEAK",2013
"15574","636175",2016,20160202,10,2.39,"04201300000008",2,2011,204576,"AK M 1 NW 113-41","WENATCHEE R  45.0030","WA","UPCR","WECH","1M1NW113^41","DRYDEN POND","3F42001^^450030^H",20130424,"Y","BO=MIXED(HxW)",149,42.07,"SEAK",2013
"15575","636177",2016,20160203,10,2.39,"04201300000008",2,2011,202893,"AK M 1 NW 113-41","WENATCHEE R  45.0030","WA","UPCR","WECH","1M1NW113^41","DRYDEN POND","3F42001^^450030^H",20130424,"Y","BO=MIXED(HxW)",149,42.07,"SEAK",2013
"15576","210489",2016,20160203,10,2.39,"",1,2012,51340,"AK M 1 NW 113-41","DUNGENESS R  18.0018","WA","JUAN","ELDU","1M1NW113^41","DUNGENESS HATCHERY","3F10806^^180018^H",20130606,"","BO=MIXED(HxW)",90,8.89,"SEAK",2013
"15577","636506",2016,20160820,10,3.41,"",8,2012,456888,"AK M 1 NW 113","LTL WHITE SALMON-NFH","WA","CECR","KLIC","1M1NW113","KLICKITAT HATCHERY (YKFP)","3F42001^^300002^H",20130606,"S","AD + CWT",82,6.05,"SEAK",2013
"15578","636483",2016,20160820,10,3.41,"04201400000065",2,2012,134834,"AK M 1 NW 113","WELLS HATCHERY","WA","UPCR","WECH","1M1NW113","CHELAN FALLS HATCHERY","3F42001^^470052^H01",20140415,"","BO=MIXED(HxW)",NA,16.19,"SEAK",2014
"15579","636173",2016,20160820,10,3.41,"04201300000007",2,2011,209118,"AK M 1 NW 113","METHOW & OKANOGAN","WA","UPCR","MEOK","1M1NW113","SIMILKAMEEN HATCHERY","3F42001^^490325^H01",20130416,"Y","BO=MIXED(HxW)",131,28.17,"SEAK",2013
"15580","636507",2016,20160820,10,3.41,"04201300000071",3,2012,603930,"AK M 1 NW 113","PRIEST RAPIDS   (36)","WA","UPCR","MNPR","1M1NW113","PRIEST RAPIDS HATCHERY","3F42001^^360126^H",20130613,"","BO=MIXED(HxW)",NA,10.4,"SEAK",2013
"15581","211009",2016,20160820,10,3.41,"172012Q0001",3,2011,215847,"AK M 1 NW 113","QUINAULT R   21.0398","WA","NWC","QEQU","1M1NW113","QUINAULT LK HATCHERY","3F21702^^210398^H",20120817,"S","ASSOCIATED TO 211010",NA,28.35,"SEAK",2012
"15582","636175",2016,20160820,10,3.41,"04201300000008",2,2011,204576,"AK M 1 NW 113","WENATCHEE R  45.0030","WA","UPCR","WECH","1M1NW113","DRYDEN POND","3F42001^^450030^H",20130424,"Y","BO=MIXED(HxW)",149,42.07,"SEAK",2013
"15583","636283",2016,20160820,10,3.41,"04201300000018",2,2011,108316,"AK M 1 NW 113","WELLS HATCHERY","WA","UPCR","WECH","1M1NW113","CHELAN FALLS HATCHERY","3F42001^^470052^H01",20130411,"Y","BO=MIXED(HxW)",NA,41.42,"SEAK",2013
"15584","636504",2016,20160820,10,3.41,"",2,2012,318902,"AK M 1 NW 113","WELLS HATCHERY","WA","UPCR","PRGC","1M1NW113","WELLS HATCHERY","3F42001^^470001^H02",20140415,"Y","BO=MIXED(HxW)",168,45.35,"SEAK",2014
"15585","636280",2016,20160215,10,2.39,"04201300000017",2,2011,210144,"AK M 1 NW 113-41","METHOW & OKANOGAN","WA","UPCR","MEOK","1M1NW113^41","CARLTON ACCLIMATION POND","3F42001^^480002^H02",20130415,"Y","BO=MIXED(HxW)",160,75.59,"SEAK",2013
"15586","635680",2016,20160515,11,2.4,"04201300000007",2,2011,208253,"AK M 1 NW 113-01","METHOW & OKANOGAN","WA","UPCR","MEOK","1M1NW113^01","SIMILKAMEEN HATCHERY","3F42001^^490325^H01",20130416,"Y","BO=MIXED(HxW)",131,28.17,"SEAK",2013
"15587","636280",2016,20160515,11,1.94,"04201300000017",2,2011,210144,"AK M 1 NW 113-41","METHOW & OKANOGAN","WA","UPCR","MEOK","1M1NW113^41","CARLTON ACCLIMATION POND","3F42001^^480002^H02",20130415,"Y","BO=MIXED(HxW)",160,75.59,"SEAK",2013
"15588","635680",2016,20160115,10,2.39,"04201300000007",2,2011,208253,"AK M 1 NW 113-41","METHOW & OKANOGAN","WA","UPCR","MEOK","1M1NW113^41","SIMILKAMEEN HATCHERY","3F42001^^490325^H01",20130416,"Y","BO=MIXED(HxW)",131,28.17,"SEAK",2013
"15589","636283",2016,20160115,10,2.39,"04201300000018",2,2011,108316,"AK M 1 NW 113-41","WELLS HATCHERY","WA","UPCR","WECH","1M1NW113^41","CHELAN FALLS HATCHERY","3F42001^^470052^H01",20130411,"Y","BO=MIXED(HxW)",NA,41.42,"SEAK",2013
"15590","636177",2016,20160115,10,2.39,"04201300000008",2,2011,202893,"AK M 1 NW 113-41","WENATCHEE R  45.0030","WA","UPCR","WECH","1M1NW113^41","DRYDEN POND","3F42001^^450030^H",20130424,"Y","BO=MIXED(HxW)",149,42.07,"SEAK",2013
"15591","636507",2016,20160819,10,3.41,"04201300000071",3,2012,603930,"AK M 1 NW 113-31","PRIEST RAPIDS   (36)","WA","UPCR","MNPR","1M1NW113^31","PRIEST RAPIDS HATCHERY","3F42001^^360126^H",20130613,"","BO=MIXED(HxW)",NA,10.4,"SEAK",2013
"15592","635773",2016,20160219,10,2.39,"",2,2011,289998,"AK M 1 NW 113-41","WELLS HATCHERY","WA","UPCR","PRGC","1M1NW113^41","WELLS HATCHERY","3F42001^^470001^H02",20130416,"Y","BO=MIXED(HxW)",163,50.39,"SEAK",2013
"15593","636174",2016,20160219,10,2.39,"04201300000007",2,2011,207863,"AK M 1 NW 113-41","METHOW & OKANOGAN","WA","UPCR","MEOK","1M1NW113^41","SIMILKAMEEN HATCHERY","3F42001^^490325^H01",20130416,"Y","BO=MIXED(HxW)",131,28.17,"SEAK",2013
"15594","635773",2016,20160219,10,2.39,"",2,2011,289998,"AK M 1 NW 113-41","WELLS HATCHERY","WA","UPCR","PRGC","1M1NW113^41","WELLS HATCHERY","3F42001^^470001^H02",20130416,"Y","BO=MIXED(HxW)",163,50.39,"SEAK",2013
"15595","635773",2016,20160219,10,2.39,"",2,2011,289998,"AK M 1 NW 113-41","WELLS HATCHERY","WA","UPCR","PRGC","1M1NW113^41","WELLS HATCHERY","3F42001^^470001^H02",20130416,"Y","BO=MIXED(HxW)",163,50.39,"SEAK",2013
