"","tag_code","run_year","recovery_date","fishery","number_cwt_estimated","related_group_id","run","brood_year","cwt_total","recovery_location_name","stock_location_name","release_location_state","release_location_rmis_region","release_location_rmis_basin","recovery_location_code","hatchery_location_name","hatchery_location_code","first_release_date","release_stage","comments","avg_length","avg_weight","recovery_rmis_region","release_year"
"19353","635773",2016,20160422,10,3.49,"",2,2011,289998,"NEWPORT AREA 4","WELLS HATCHERY","WA","UPCR","PRGC","5M2222404O2404^^10","WELLS HATCHERY","3F42001^^470001^H02",20130416,"Y","BO=MIXED(HxW)",163,50.39,"NOOR",2013
"19354","635773",2016,20160422,10,3.49,"",2,2011,289998,"NEWPORT AREA 4","WELLS HATCHERY","WA","UPCR","PRGC","5M2222404O2404^^10","WELLS HATCHERY","3F42001^^470001^H02",20130416,"Y","BO=MIXED(HxW)",163,50.39,"NOOR",2013
"19355","635773",2016,20160421,10,3.49,"",2,2011,289998,"NEWPORT AREA 4","WELLS HATCHERY","WA","UPCR","PRGC","5M2222404O2404^^10","WELLS HATCHERY","3F42001^^470001^H02",20130416,"Y","BO=MIXED(HxW)",163,50.39,"NOOR",2013
"19356","636177",2016,20160421,10,3.49,"04201300000008",2,2011,202893,"NEWPORT AREA 4","WENATCHEE R  45.0030","WA","UPCR","WECH","5M2222404O2404^^10","DRYDEN POND","3F42001^^450030^H",20130424,"Y","BO=MIXED(HxW)",149,42.07,"NOOR",2013
"19357","636280",2016,20160421,10,3.49,"04201300000017",2,2011,210144,"NEWPORT AREA 4","METHOW & OKANOGAN","WA","UPCR","MEOK","5M2222404O2404^^10","CARLTON ACCLIMATION POND","3F42001^^480002^H02",20130415,"Y","BO=MIXED(HxW)",160,75.59,"NOOR",2013
"19358","635773",2016,20160502,10,1.42,"",2,2011,289998,"NEWPORT AREA 4","WELLS HATCHERY","WA","UPCR","PRGC","5M2222404O2404^^10","WELLS HATCHERY","3F42001^^470001^H02",20130416,"Y","BO=MIXED(HxW)",163,50.39,"NOOR",2013
"19359","635680",2016,20160502,10,1.42,"04201300000007",2,2011,208253,"NEWPORT AREA 4","METHOW & OKANOGAN","WA","UPCR","MEOK","5M2222404O2404^^10","SIMILKAMEEN HATCHERY","3F42001^^490325^H01",20130416,"Y","BO=MIXED(HxW)",131,28.17,"NOOR",2013
"19360","636175",2016,20160503,10,1.42,"04201300000008",2,2011,204576,"NEWPORT AREA 4","WENATCHEE R  45.0030","WA","UPCR","WECH","5M2222404O2404^^10","DRYDEN POND","3F42001^^450030^H",20130424,"Y","BO=MIXED(HxW)",149,42.07,"NOOR",2013
"19361","636481",2016,20160503,10,1.42,"04201400000065",2,2012,141699,"NEWPORT AREA 4","WELLS HATCHERY","WA","UPCR","WECH","5M2222404O2404^^10","CHELAN FALLS HATCHERY","3F42001^^470052^H01",20140415,"","BO=MIXED(HxW)",NA,18.28,"NOOR",2014
"19362","636177",2016,20160503,10,1.42,"04201300000008",2,2011,202893,"NEWPORT AREA 4","WENATCHEE R  45.0030","WA","UPCR","WECH","5M2222404O2404^^10","DRYDEN POND","3F42001^^450030^H",20130424,"Y","BO=MIXED(HxW)",149,42.07,"NOOR",2013
"19363","636282",2016,20160502,10,1.42,"04201300000018",2,2011,176909,"NEWPORT AREA 4","WELLS HATCHERY","WA","UPCR","WECH","5M2222404O2404^^10","CHELAN FALLS HATCHERY","3F42001^^470052^H01",20130411,"Y","BO=MIXED(HxW)",NA,40.06,"NOOR",2013
"19364","636173",2016,20160504,10,1.42,"04201300000007",2,2011,209118,"NEWPORT AREA 4","METHOW & OKANOGAN","WA","UPCR","MEOK","5M2222404O2404^^10","SIMILKAMEEN HATCHERY","3F42001^^490325^H01",20130416,"Y","BO=MIXED(HxW)",131,28.17,"NOOR",2013
"19365","636267",2016,20160504,10,1.42,"",1,2012,98393,"NEWPORT AREA 4","COWLITZ R    26.0002","WA","LOCR","COWL","5M2222404O2404^^10","COWLITZ SALMON HATCHERY","3F42001^^260002^H02",20140319,"Y","",191,61.29,"NOOR",2014
"19366","635773",2016,20160504,10,1.42,"",2,2011,289998,"NEWPORT AREA 4","WELLS HATCHERY","WA","UPCR","PRGC","5M2222404O2404^^10","WELLS HATCHERY","3F42001^^470001^H02",20130416,"Y","BO=MIXED(HxW)",163,50.39,"NOOR",2013
"19367","636281",2016,20160504,10,1.42,"04201300000018",2,2011,188875,"NEWPORT AREA 4","WELLS HATCHERY","WA","UPCR","WECH","5M2222404O2404^^10","CHELAN FALLS HATCHERY","3F42001^^470052^H01",20130411,"Y","BO=MIXED(HxW)",NA,45.35,"NOOR",2013
"19368","635599",2016,20160504,10,1.42,"",1,2011,69709,"NEWPORT AREA 4","COWLITZ R    26.0002","WA","LOCR","COWL","5M2222404O2404^^10","COWLITZ SALMON HATCHERY","3F42001^^260002^H02",20130329,"Y","",196,94.49,"NOOR",2013
"19369","636467",2016,20160504,10,1.42,"",1,2012,74300,"NEWPORT AREA 4","COWLITZ R    26.0002","WA","LOCR","LEWI","5M2222404O2404^^10","FALLERT CR HATCHERY","3F42001^^270017^H",20140301,"Y","",NA,45.35,"NOOR",2014
"19370","635773",2016,20160504,10,1.42,"",2,2011,289998,"NEWPORT AREA 4","WELLS HATCHERY","WA","UPCR","PRGC","5M2222404O2404^^10","WELLS HATCHERY","3F42001^^470001^H02",20130416,"Y","BO=MIXED(HxW)",163,50.39,"NOOR",2013
"19371","636173",2016,20160504,10,1.42,"04201300000007",2,2011,209118,"NEWPORT AREA 4","METHOW & OKANOGAN","WA","UPCR","MEOK","5M2222404O2404^^10","SIMILKAMEEN HATCHERY","3F42001^^490325^H01",20130416,"Y","BO=MIXED(HxW)",131,28.17,"NOOR",2013
"19372","636174",2016,20160504,10,1.42,"04201300000007",2,2011,207863,"NEWPORT AREA 4","METHOW & OKANOGAN","WA","UPCR","MEOK","5M2222404O2404^^10","SIMILKAMEEN HATCHERY","3F42001^^490325^H01",20130416,"Y","BO=MIXED(HxW)",131,28.17,"NOOR",2013
"19373","636173",2016,20160504,10,1.42,"04201300000007",2,2011,209118,"NEWPORT AREA 4","METHOW & OKANOGAN","WA","UPCR","MEOK","5M2222404O2404^^10","SIMILKAMEEN HATCHERY","3F42001^^490325^H01",20130416,"Y","BO=MIXED(HxW)",131,28.17,"NOOR",2013
"19374","635773",2016,20160504,10,1.42,"",2,2011,289998,"NEWPORT AREA 4","WELLS HATCHERY","WA","UPCR","PRGC","5M2222404O2404^^10","WELLS HATCHERY","3F42001^^470001^H02",20130416,"Y","BO=MIXED(HxW)",163,50.39,"NOOR",2013
"19375","635773",2016,20160520,10,2.59,"",2,2011,289998,"NEWPORT AREA 4","WELLS HATCHERY","WA","UPCR","PRGC","5M2222404O2404^^10","WELLS HATCHERY","3F42001^^470001^H02",20130416,"Y","BO=MIXED(HxW)",163,50.39,"NOOR",2013
"19376","636279",2016,20160517,10,2.59,"04201300000017",2,2011,213986,"NEWPORT AREA 4","METHOW & OKANOGAN","WA","UPCR","MEOK","5M2222404O2404^^10","CARLTON ACCLIMATION POND","3F42001^^480002^H02",20130415,"Y","BO=MIXED(HxW)",160,75.59,"NOOR",2013
"19377","636280",2016,20160517,10,2.59,"04201300000017",2,2011,210144,"NEWPORT AREA 4","METHOW & OKANOGAN","WA","UPCR","MEOK","5M2222404O2404^^10","CARLTON ACCLIMATION POND","3F42001^^480002^H02",20130415,"Y","BO=MIXED(HxW)",160,75.59,"NOOR",2013
"19378","636173",2016,20160517,10,2.59,"04201300000007",2,2011,209118,"NEWPORT AREA 4","METHOW & OKANOGAN","WA","UPCR","MEOK","5M2222404O2404^^10","SIMILKAMEEN HATCHERY","3F42001^^490325^H01",20130416,"Y","BO=MIXED(HxW)",131,28.17,"NOOR",2013
"19379","636177",2016,20160517,10,2.59,"04201300000008",2,2011,202893,"NEWPORT AREA 4","WENATCHEE R  45.0030","WA","UPCR","WECH","5M2222404O2404^^10","DRYDEN POND","3F42001^^450030^H",20130424,"Y","BO=MIXED(HxW)",149,42.07,"NOOR",2013
"19380","636173",2016,20160517,10,2.59,"04201300000007",2,2011,209118,"NEWPORT AREA 4","METHOW & OKANOGAN","WA","UPCR","MEOK","5M2222404O2404^^10","SIMILKAMEEN HATCHERY","3F42001^^490325^H01",20130416,"Y","BO=MIXED(HxW)",131,28.17,"NOOR",2013
"19381","636280",2016,20160518,10,2.59,"04201300000017",2,2011,210144,"NEWPORT AREA 4","METHOW & OKANOGAN","WA","UPCR","MEOK","5M2222404O2404^^10","CARLTON ACCLIMATION POND","3F42001^^480002^H02",20130415,"Y","BO=MIXED(HxW)",160,75.59,"NOOR",2013
"19382","635773",2016,20160518,10,2.59,"",2,2011,289998,"NEWPORT AREA 4","WELLS HATCHERY","WA","UPCR","PRGC","5M2222404O2404^^10","WELLS HATCHERY","3F42001^^470001^H02",20130416,"Y","BO=MIXED(HxW)",163,50.39,"NOOR",2013
"19383","635773",2016,20160518,10,2.59,"",2,2011,289998,"NEWPORT AREA 4","WELLS HATCHERY","WA","UPCR","PRGC","5M2222404O2404^^10","WELLS HATCHERY","3F42001^^470001^H02",20130416,"Y","BO=MIXED(HxW)",163,50.39,"NOOR",2013
"19384","636283",2016,20160516,10,2.59,"04201300000018",2,2011,108316,"NEWPORT AREA 4","WELLS HATCHERY","WA","UPCR","WECH","5M2222404O2404^^10","CHELAN FALLS HATCHERY","3F42001^^470052^H01",20130411,"Y","BO=MIXED(HxW)",NA,41.42,"NOOR",2013
"19385","635680",2016,20160516,10,2.59,"04201300000007",2,2011,208253,"NEWPORT AREA 4","METHOW & OKANOGAN","WA","UPCR","MEOK","5M2222404O2404^^10","SIMILKAMEEN HATCHERY","3F42001^^490325^H01",20130416,"Y","BO=MIXED(HxW)",131,28.17,"NOOR",2013
"19386","636176",2016,20160516,10,2.59,"04201300000008",2,2011,206192,"NEWPORT AREA 4","WENATCHEE R  45.0030","WA","UPCR","WECH","5M2222404O2404^^10","DRYDEN POND","3F42001^^450030^H",20130424,"Y","BO=MIXED(HxW)",149,42.07,"NOOR",2013
"19387","636173",2016,20160516,10,2.59,"04201300000007",2,2011,209118,"NEWPORT AREA 4","METHOW & OKANOGAN","WA","UPCR","MEOK","5M2222404O2404^^10","SIMILKAMEEN HATCHERY","3F42001^^490325^H01",20130416,"Y","BO=MIXED(HxW)",131,28.17,"NOOR",2013
"19388","636463",2016,20160516,10,2.59,"04201300000063",2,2012,51047,"NEWPORT AREA 4","WELLS HATCHERY","WA","UPCR","PRGC","5M2222404O2404^^10","WELLS HATCHERY","3F42001^^470001^H02",20130520,"","BO=MIXED(HxW)",87,8.89,"NOOR",2013
"19389","636174",2016,20160516,10,2.59,"04201300000007",2,2011,207863,"NEWPORT AREA 4","METHOW & OKANOGAN","WA","UPCR","MEOK","5M2222404O2404^^10","SIMILKAMEEN HATCHERY","3F42001^^490325^H01",20130416,"Y","BO=MIXED(HxW)",131,28.17,"NOOR",2013
"19390","636177",2016,20160516,10,2.59,"04201300000008",2,2011,202893,"NEWPORT AREA 4","WENATCHEE R  45.0030","WA","UPCR","WECH","5M2222404O2404^^10","DRYDEN POND","3F42001^^450030^H",20130424,"Y","BO=MIXED(HxW)",149,42.07,"NOOR",2013
"19391","636173",2016,20160516,10,2.59,"04201300000007",2,2011,209118,"NEWPORT AREA 4","METHOW & OKANOGAN","WA","UPCR","MEOK","5M2222404O2404^^10","SIMILKAMEEN HATCHERY","3F42001^^490325^H01",20130416,"Y","BO=MIXED(HxW)",131,28.17,"NOOR",2013
"19392","636505",2016,20160517,10,2.59,"04201300000063",2,2012,436483,"NEWPORT AREA 4","WELLS HATCHERY","WA","UPCR","PRGC","5M2222404O2404^^10","WELLS HATCHERY","3F42001^^470001^H02",20130520,"","BO=MIXED(HxW)",87,8.89,"NOOR",2013
"19393","1901010103",2016,20160516,10,2.59,"",3,2012,409223,"NEWPORT AREA 4","LTL WHITE SALMON-NFH","WA","UPCR","YAKI","5M2222404O2404^^10","MARION YAKAMA TRIB HAT","3F42001^^370000^H",20130501,"S","",NA,NA,"NOOR",2013
"19394","636175",2016,20160517,10,2.59,"04201300000008",2,2011,204576,"NEWPORT AREA 4","WENATCHEE R  45.0030","WA","UPCR","WECH","5M2222404O2404^^10","DRYDEN POND","3F42001^^450030^H",20130424,"Y","BO=MIXED(HxW)",149,42.07,"NOOR",2013
"19395","636282",2016,20160517,10,2.59,"04201300000018",2,2011,176909,"NEWPORT AREA 4","WELLS HATCHERY","WA","UPCR","WECH","5M2222404O2404^^10","CHELAN FALLS HATCHERY","3F42001^^470052^H01",20130411,"Y","BO=MIXED(HxW)",NA,40.06,"NOOR",2013
"19396","635773",2016,20160518,10,2.59,"",2,2011,289998,"NEWPORT AREA 4","WELLS HATCHERY","WA","UPCR","PRGC","5M2222404O2404^^10","WELLS HATCHERY","3F42001^^470001^H02",20130416,"Y","BO=MIXED(HxW)",163,50.39,"NOOR",2013
"19397","636481",2016,20160518,10,2.59,"04201400000065",2,2012,141699,"NEWPORT AREA 4","WELLS HATCHERY","WA","UPCR","WECH","5M2222404O2404^^10","CHELAN FALLS HATCHERY","3F42001^^470052^H01",20140415,"","BO=MIXED(HxW)",NA,18.28,"NOOR",2014
"19398","636175",2016,20160519,10,2.59,"04201300000008",2,2011,204576,"NEWPORT AREA 4","WENATCHEE R  45.0030","WA","UPCR","WECH","5M2222404O2404^^10","DRYDEN POND","3F42001^^450030^H",20130424,"Y","BO=MIXED(HxW)",149,42.07,"NOOR",2013
"19399","636287",2016,20160519,10,2.59,"",2,2012,197135,"NEWPORT AREA 4","METHOW & OKANOGAN","WA","UPCR","MEOK","5M2222404O2404^^10","CARLTON ACCLIMATION POND","3F42001^^480002^H02",20140407,"Y","BO=MIXED(HxW)",164,46.28,"NOOR",2014
"19400","636472",2016,20160519,10,2.59,"",3,2012,91871,"NEWPORT AREA 4","WASHOUGAL R  28.0159","WA","LOCR","SAWA","5M2222404O2404^^10","WASHOUGAL HATCHERY","3F42001^^280159^H",20130611,"","",77,5.65,"NOOR",2013
"19401","636492",2016,20160519,10,2.59,"04201400000060",1,2012,177703,"NEWPORT AREA 4","COWLITZ R    26.0002","WA","LOCR","GREL","5M2222404O2404^^10","CATHLAMET CHANNEL NP","3F42001^^25^^^^^H02",20140328,"Y","",146,34.73,"NOOR",2014
"19402","636508",2016,20160519,10,2.59,"04201300000071",3,2012,601009,"NEWPORT AREA 4","PRIEST RAPIDS   (36)","WA","UPCR","MNPR","5M2222404O2404^^10","PRIEST RAPIDS HATCHERY","3F42001^^360126^H",20130613,"","BO=MIXED(HxW)",NA,10.4,"NOOR",2013
"19403","636173",2016,20160519,10,2.59,"04201300000007",2,2011,209118,"NEWPORT AREA 4","METHOW & OKANOGAN","WA","UPCR","MEOK","5M2222404O2404^^10","SIMILKAMEEN HATCHERY","3F42001^^490325^H01",20130416,"Y","BO=MIXED(HxW)",131,28.17,"NOOR",2013
"19404","636505",2016,20160519,10,2.59,"04201300000063",2,2012,436483,"NEWPORT AREA 4","WELLS HATCHERY","WA","UPCR","PRGC","5M2222404O2404^^10","WELLS HATCHERY","3F42001^^470001^H02",20130520,"","BO=MIXED(HxW)",87,8.89,"NOOR",2013
"19405","220144",2016,20160519,10,2.59,"",8,2012,99807,"NEWPORT AREA 4","LYONS FERRY HATCHERY","WA","SNAK","CLEA","5M2222404O2404^^10","LYONS FERRY HATCHERY","3F42001^^330002^H01",20130522,"P","",97,10.3,"NOOR",2013
"19406","636584",2016,20160519,10,2.59,"",3,2012,249390,"NEWPORT AREA 4","SNAKE R-LOWR 33.0002","WA","SNAK","LOSN","5M2222404O2404^^10","LYONS FERRY HATCHERY","3F42001^^330002^H01",20140408,"Y","BO=MIXED(HxW) 15,000 PIT TAGS",165,47.24,"NOOR",2014
"19407","636283",2016,20160519,10,2.59,"04201300000018",2,2011,108316,"NEWPORT AREA 4","WELLS HATCHERY","WA","UPCR","WECH","5M2222404O2404^^10","CHELAN FALLS HATCHERY","3F42001^^470052^H01",20130411,"Y","BO=MIXED(HxW)",NA,41.42,"NOOR",2013
"19408","635773",2016,20160519,10,2.59,"",2,2011,289998,"NEWPORT AREA 4","WELLS HATCHERY","WA","UPCR","PRGC","5M2222404O2404^^10","WELLS HATCHERY","3F42001^^470001^H02",20130416,"Y","BO=MIXED(HxW)",163,50.39,"NOOR",2013
"19409","636174",2016,20160519,10,2.59,"04201300000007",2,2011,207863,"NEWPORT AREA 4","METHOW & OKANOGAN","WA","UPCR","MEOK","5M2222404O2404^^10","SIMILKAMEEN HATCHERY","3F42001^^490325^H01",20130416,"Y","BO=MIXED(HxW)",131,28.17,"NOOR",2013
"19410","636280",2016,20160519,10,2.59,"04201300000017",2,2011,210144,"NEWPORT AREA 4","METHOW & OKANOGAN","WA","UPCR","MEOK","5M2222404O2404^^10","CARLTON ACCLIMATION POND","3F42001^^480002^H02",20130415,"Y","BO=MIXED(HxW)",160,75.59,"NOOR",2013
"19411","635680",2016,20160519,10,2.59,"04201300000007",2,2011,208253,"NEWPORT AREA 4","METHOW & OKANOGAN","WA","UPCR","MEOK","5M2222404O2404^^10","SIMILKAMEEN HATCHERY","3F42001^^490325^H01",20130416,"Y","BO=MIXED(HxW)",131,28.17,"NOOR",2013
"19412","635773",2016,20160519,10,2.59,"",2,2011,289998,"NEWPORT AREA 4","WELLS HATCHERY","WA","UPCR","PRGC","5M2222404O2404^^10","WELLS HATCHERY","3F42001^^470001^H02",20130416,"Y","BO=MIXED(HxW)",163,50.39,"NOOR",2013
"19413","636173",2016,20160519,10,2.59,"04201300000007",2,2011,209118,"NEWPORT AREA 4","METHOW & OKANOGAN","WA","UPCR","MEOK","5M2222404O2404^^10","SIMILKAMEEN HATCHERY","3F42001^^490325^H01",20130416,"Y","BO=MIXED(HxW)",131,28.17,"NOOR",2013
"19414","635773",2016,20160520,10,2.59,"",2,2011,289998,"NEWPORT AREA 4","WELLS HATCHERY","WA","UPCR","PRGC","5M2222404O2404^^10","WELLS HATCHERY","3F42001^^470001^H02",20130416,"Y","BO=MIXED(HxW)",163,50.39,"NOOR",2013
"19415","636173",2016,20160520,10,2.59,"04201300000007",2,2011,209118,"NEWPORT AREA 4","METHOW & OKANOGAN","WA","UPCR","MEOK","5M2222404O2404^^10","SIMILKAMEEN HATCHERY","3F42001^^490325^H01",20130416,"Y","BO=MIXED(HxW)",131,28.17,"NOOR",2013
"19416","636283",2016,20160520,10,2.59,"04201300000018",2,2011,108316,"NEWPORT AREA 4","WELLS HATCHERY","WA","UPCR","WECH","5M2222404O2404^^10","CHELAN FALLS HATCHERY","3F42001^^470052^H01",20130411,"Y","BO=MIXED(HxW)",NA,41.42,"NOOR",2013
"19417","636505",2016,20160520,10,2.59,"04201300000063",2,2012,436483,"NEWPORT AREA 4","WELLS HATCHERY","WA","UPCR","PRGC","5M2222404O2404^^10","WELLS HATCHERY","3F42001^^470001^H02",20130520,"","BO=MIXED(HxW)",87,8.89,"NOOR",2013
"19418","635680",2016,20160520,10,2.59,"04201300000007",2,2011,208253,"NEWPORT AREA 4","METHOW & OKANOGAN","WA","UPCR","MEOK","5M2222404O2404^^10","SIMILKAMEEN HATCHERY","3F42001^^490325^H01",20130416,"Y","BO=MIXED(HxW)",131,28.17,"NOOR",2013
"19419","636584",2016,20160518,10,2.59,"",3,2012,249390,"NEWPORT AREA 4","SNAKE R-LOWR 33.0002","WA","SNAK","LOSN","5M2222404O2404^^10","LYONS FERRY HATCHERY","3F42001^^330002^H01",20140408,"Y","BO=MIXED(HxW) 15,000 PIT TAGS",165,47.24,"NOOR",2014
"19420","636282",2016,20160516,10,2.59,"04201300000018",2,2011,176909,"NEWPORT AREA 4","WELLS HATCHERY","WA","UPCR","WECH","5M2222404O2404^^10","CHELAN FALLS HATCHERY","3F42001^^470052^H01",20130411,"Y","BO=MIXED(HxW)",NA,40.06,"NOOR",2013
"19421","636475",2016,20160514,10,3.25,"",3,2012,93598,"NEWPORT AREA 4","KALAMA R     27.0002","WA","LOCR","LEWI","5M2222404O2404^^10","FALLERT CR HATCHERY","3F42001^^270017^H",20130610,"","BO=MIXED(HxW)",NA,5.66,"NOOR",2013
"19422","635773",2016,20160514,10,3.25,"",2,2011,289998,"NEWPORT AREA 4","WELLS HATCHERY","WA","UPCR","PRGC","5M2222404O2404^^10","WELLS HATCHERY","3F42001^^470001^H02",20130416,"Y","BO=MIXED(HxW)",163,50.39,"NOOR",2013
"19423","636281",2016,20160514,10,3.25,"04201300000018",2,2011,188875,"NEWPORT AREA 4","WELLS HATCHERY","WA","UPCR","WECH","5M2222404O2404^^10","CHELAN FALLS HATCHERY","3F42001^^470052^H01",20130411,"Y","BO=MIXED(HxW)",NA,45.35,"NOOR",2013
"19424","636505",2016,20160513,10,3.25,"04201300000063",2,2012,436483,"NEWPORT AREA 4","WELLS HATCHERY","WA","UPCR","PRGC","5M2222404O2404^^10","WELLS HATCHERY","3F42001^^470001^H02",20130520,"","BO=MIXED(HxW)",87,8.89,"NOOR",2013
"19425","636584",2016,20160504,10,1.42,"",3,2012,249390,"NEWPORT AREA 4","SNAKE R-LOWR 33.0002","WA","SNAK","LOSN","5M2222404O2404^^10","LYONS FERRY HATCHERY","3F42001^^330002^H01",20140408,"Y","BO=MIXED(HxW) 15,000 PIT TAGS",165,47.24,"NOOR",2014
"19426","636282",2016,20160504,10,1.42,"04201300000018",2,2011,176909,"NEWPORT AREA 4","WELLS HATCHERY","WA","UPCR","WECH","5M2222404O2404^^10","CHELAN FALLS HATCHERY","3F42001^^470052^H01",20130411,"Y","BO=MIXED(HxW)",NA,40.06,"NOOR",2013
"19427","636283",2016,20160504,10,1.42,"04201300000018",2,2011,108316,"NEWPORT AREA 4","WELLS HATCHERY","WA","UPCR","WECH","5M2222404O2404^^10","CHELAN FALLS HATCHERY","3F42001^^470052^H01",20130411,"Y","BO=MIXED(HxW)",NA,41.42,"NOOR",2013
"19428","636282",2016,20160504,10,1.42,"04201300000018",2,2011,176909,"NEWPORT AREA 4","WELLS HATCHERY","WA","UPCR","WECH","5M2222404O2404^^10","CHELAN FALLS HATCHERY","3F42001^^470052^H01",20130411,"Y","BO=MIXED(HxW)",NA,40.06,"NOOR",2013
"19429","635668",2016,20160504,10,1.42,"04201300000018",2,2011,105957,"NEWPORT AREA 4","WELLS HATCHERY","WA","UPCR","WECH","5M2222404O2404^^10","CHELAN FALLS HATCHERY","3F42001^^470052^H01",20130411,"Y","BO=MIXED(HxW)",NA,43.57,"NOOR",2013
"19430","635668",2016,20160504,10,1.42,"04201300000018",2,2011,105957,"NEWPORT AREA 4","WELLS HATCHERY","WA","UPCR","WECH","5M2222404O2404^^10","CHELAN FALLS HATCHERY","3F42001^^470052^H01",20130411,"Y","BO=MIXED(HxW)",NA,43.57,"NOOR",2013
"19431","635773",2016,20160504,10,1.42,"",2,2011,289998,"NEWPORT AREA 4","WELLS HATCHERY","WA","UPCR","PRGC","5M2222404O2404^^10","WELLS HATCHERY","3F42001^^470001^H02",20130416,"Y","BO=MIXED(HxW)",163,50.39,"NOOR",2013
"19432","636177",2016,20160504,10,1.42,"04201300000008",2,2011,202893,"NEWPORT AREA 4","WENATCHEE R  45.0030","WA","UPCR","WECH","5M2222404O2404^^10","DRYDEN POND","3F42001^^450030^H",20130424,"Y","BO=MIXED(HxW)",149,42.07,"NOOR",2013
"19433","635668",2016,20160504,10,1.42,"04201300000018",2,2011,105957,"NEWPORT AREA 4","WELLS HATCHERY","WA","UPCR","WECH","5M2222404O2404^^10","CHELAN FALLS HATCHERY","3F42001^^470052^H01",20130411,"Y","BO=MIXED(HxW)",NA,43.57,"NOOR",2013
"19434","636176",2016,20160504,10,1.42,"04201300000008",2,2011,206192,"NEWPORT AREA 4","WENATCHEE R  45.0030","WA","UPCR","WECH","5M2222404O2404^^10","DRYDEN POND","3F42001^^450030^H",20130424,"Y","BO=MIXED(HxW)",149,42.07,"NOOR",2013
"19435","636176",2016,20160516,10,2.59,"04201300000008",2,2011,206192,"NEWPORT AREA 4","WENATCHEE R  45.0030","WA","UPCR","WECH","5M2222404O2404^^10","DRYDEN POND","3F42001^^450030^H",20130424,"Y","BO=MIXED(HxW)",149,42.07,"NOOR",2013
"19436","636174",2016,20160516,10,2.59,"04201300000007",2,2011,207863,"NEWPORT AREA 4","METHOW & OKANOGAN","WA","UPCR","MEOK","5M2222404O2404^^10","SIMILKAMEEN HATCHERY","3F42001^^490325^H01",20130416,"Y","BO=MIXED(HxW)",131,28.17,"NOOR",2013
"19437","635773",2016,20160518,10,2.59,"",2,2011,289998,"NEWPORT AREA 4","WELLS HATCHERY","WA","UPCR","PRGC","5M2222404O2404^^10","WELLS HATCHERY","3F42001^^470001^H02",20130416,"Y","BO=MIXED(HxW)",163,50.39,"NOOR",2013
"19438","636279",2016,20160518,10,2.59,"04201300000017",2,2011,213986,"NEWPORT AREA 4","METHOW & OKANOGAN","WA","UPCR","MEOK","5M2222404O2404^^10","CARLTON ACCLIMATION POND","3F42001^^480002^H02",20130415,"Y","BO=MIXED(HxW)",160,75.59,"NOOR",2013
"19439","636283",2016,20160519,10,2.59,"04201300000018",2,2011,108316,"NEWPORT AREA 4","WELLS HATCHERY","WA","UPCR","WECH","5M2222404O2404^^10","CHELAN FALLS HATCHERY","3F42001^^470052^H01",20130411,"Y","BO=MIXED(HxW)",NA,41.42,"NOOR",2013
"19440","636174",2016,20160520,10,2.59,"04201300000007",2,2011,207863,"NEWPORT AREA 4","METHOW & OKANOGAN","WA","UPCR","MEOK","5M2222404O2404^^10","SIMILKAMEEN HATCHERY","3F42001^^490325^H01",20130416,"Y","BO=MIXED(HxW)",131,28.17,"NOOR",2013
"19441","636280",2016,20160520,10,2.59,"04201300000017",2,2011,210144,"NEWPORT AREA 4","METHOW & OKANOGAN","WA","UPCR","MEOK","5M2222404O2404^^10","CARLTON ACCLIMATION POND","3F42001^^480002^H02",20130415,"Y","BO=MIXED(HxW)",160,75.59,"NOOR",2013
"19442","636279",2016,20160520,10,2.59,"04201300000017",2,2011,213986,"NEWPORT AREA 4","METHOW & OKANOGAN","WA","UPCR","MEOK","5M2222404O2404^^10","CARLTON ACCLIMATION POND","3F42001^^480002^H02",20130415,"Y","BO=MIXED(HxW)",160,75.59,"NOOR",2013
"19443","220326",2016,20160521,10,2.59,"",8,2011,101194,"NEWPORT AREA 4","LYONS FERRY HATCHERY","WA","SNAK","UPSN","5M2222404O2404^^10","LYONS FERRY HATCHERY","3F42001^^330002^H01",20120521,"P","",95,9.7,"NOOR",2012
"19444","220142",2016,20160521,10,2.59,"",8,2012,100804,"NEWPORT AREA 4","LYONS FERRY HATCHERY","WA","SNAK","CLEA","5M2222404O2404^^10","LYONS FERRY HATCHERY","3F42001^^330002^H01",20130522,"P","",97,10.3,"NOOR",2013
"19445","636463",2016,20160521,10,2.59,"04201300000063",2,2012,51047,"NEWPORT AREA 4","WELLS HATCHERY","WA","UPCR","PRGC","5M2222404O2404^^10","WELLS HATCHERY","3F42001^^470001^H02",20130520,"","BO=MIXED(HxW)",87,8.89,"NOOR",2013
"19446","635773",2016,20160521,10,2.59,"",2,2011,289998,"NEWPORT AREA 4","WELLS HATCHERY","WA","UPCR","PRGC","5M2222404O2404^^10","WELLS HATCHERY","3F42001^^470001^H02",20130416,"Y","BO=MIXED(HxW)",163,50.39,"NOOR",2013
"19447","636504",2016,20160521,10,2.59,"",2,2012,318902,"NEWPORT AREA 4","WELLS HATCHERY","WA","UPCR","PRGC","5M2222404O2404^^10","WELLS HATCHERY","3F42001^^470001^H02",20140415,"Y","BO=MIXED(HxW)",168,45.35,"NOOR",2014
